None * 160
BufferLevel with seed=3834004176700365069, obst=0.004719815765215185, slab=0.037597747566415825, stairs=0.13931272536581343, stump=0.04449482302403018, gap=0.12306295292859366, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4499711816200224298, obst=0.04778462035515537, slab=0.040512950991846985, stairs=0.029399747458432917, stump=0.11940122383044927, gap=0.03811423912792742, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5015880266181292508, obst=0.21970764502895315, slab=0.008973628153579466, stairs=0.14614789117659174, stump=0.03406214988001216, gap=0.08800729637810366, regret=None, learnability=None, succ_r=None
BufferLevel with seed=6952603216987464812, obst=0.04591494799237367, slab=0.07165806734813533, stairs=0.09374558734050144, stump=0.1490637111640104, gap=0.05991201613020065, regret=None, learnability=None, succ_r=None
BufferLevel with seed=7707402684174847639, obst=0.2909888642979788, slab=0.08478895252977266, stairs=0.025365830752890648, stump=0.031899317708930376, gap=0.07653034428239498, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1507130573694519438, obst=0.05510517355749367, slab=0.06494338939915119, stairs=0.03217915960417345, stump=0.04417749754941225, gap=0.14866240571021544, regret=None, learnability=None, succ_r=None
BufferLevel with seed=6578075297775199922, obst=0.03389966082394552, slab=0.07308847593600103, stairs=0.07270786716794304, stump=0.0013498603380602046, gap=0.08654305618081785, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2081450502799416151, obst=0.17513081114912427, slab=0.045137300188286884, stairs=0.04905332579276704, stump=0.04746750795156617, gap=0.13960142775630544, regret=None, learnability=None, succ_r=None
BufferLevel with seed=7539020386781717257, obst=0.24184317652833257, slab=0.10708125085952351, stairs=0.07090136990111617, stump=0.1300196857558889, gap=0.1352874510117379, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8197054297112066388, obst=0.13762630493214065, slab=0.07652943109575756, stairs=0.010905355367987502, stump=0.07664857174881035, gap=0.14763195354727995, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4966007254884968112, obst=0.19918064326553533, slab=0.10091618965325101, stairs=0.12284522578561241, stump=0.09321265567855136, gap=0.020068086130530034, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2818404525814997449, obst=0.05144337734920177, slab=0.08643260884433361, stairs=0.07094176382658532, stump=0.14418238351432106, gap=0.0703902962834603, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8968470183631323877, obst=0.25656915173829214, slab=0.09015607777006254, stairs=0.14753963052818775, stump=0.011587789520065395, gap=0.015040985596756583, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5868621383752133601, obst=0.18125441150179025, slab=0.026772288542882598, stairs=0.021541319604777207, stump=0.1018849401889797, gap=0.12475038675349756, regret=None, learnability=None, succ_r=None
BufferLevel with seed=203367556207746293, obst=0.007253197767104779, slab=0.010117198640817943, stairs=0.026033695603760707, stump=0.004951963966454853, gap=0.14065080538486097, regret=None, learnability=None, succ_r=None
BufferLevel with seed=6405960549038428870, obst=0.1494513058422429, slab=0.0439110715029005, stairs=0.09360422702814189, stump=0.053975555392480556, gap=0.04542008019750938, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8688152044122722315, obst=0.18205458922982662, slab=0.12095497215684395, stairs=0.1378590295239262, stump=0.07317106932711191, gap=0.10233801625362361, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2184822041024431911, obst=0.1454796662731659, slab=0.14341694697648114, stairs=0.08187479444022594, stump=0.09203191932281025, gap=0.001450641624298149, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2530487302716980435, obst=0.02360860899767081, slab=0.1407842934335163, stairs=0.07038013148443736, stump=0.10202049615198762, gap=0.03449235839577114, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1098597887643989303, obst=0.07794871362579249, slab=0.0387798791185203, stairs=0.11553117559995482, stump=0.11750160870826645, gap=0.12223230353570584, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1214020248109985366, obst=0.09034578387381956, slab=0.13311406983113655, stairs=0.028118903605080414, stump=0.09753381323570667, gap=0.07111259758979276, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5783064848936677049, obst=0.23850167107791762, slab=0.05310725279936217, stairs=0.08505742102382376, stump=0.12426147021800987, gap=0.06307799775722574, regret=None, learnability=None, succ_r=None
BufferLevel with seed=7786896159204160142, obst=0.1757921041421463, slab=0.03143346016614323, stairs=0.07989461494172881, stump=0.07313875748057745, gap=0.0463635922239169, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8037650175953888558, obst=0.18247736323112404, slab=0.13325208978436043, stairs=0.11183774251331627, stump=0.07186926075030485, gap=0.09039146295509606, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2853962760931734429, obst=0.13951541648474375, slab=0.14961610722661234, stairs=0.04514714554731947, stump=0.11870021533641205, gap=0.10178974043833564, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1642784208488941017, obst=0.016669742091358252, slab=0.1416138667990413, stairs=0.043714536640312794, stump=0.005741698480784601, gap=0.009950313956851203, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5811727361676378733, obst=0.2681197189882247, slab=0.05853158873171571, stairs=0.03366667572220602, stump=0.07011893090447782, gap=0.07917839422707028, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4531617119345216178, obst=0.26880872680295087, slab=0.06983990480484839, stairs=0.13071605199308084, stump=0.019913292498662048, gap=0.01612704092827777, regret=None, learnability=None, succ_r=None
BufferLevel with seed=251610297418659982, obst=0.22023593300581656, slab=0.13000509301130814, stairs=0.04852282435784938, stump=0.06082621680971005, gap=0.06905671975443572, regret=0.043635886162519455, learnability=0.05048888888888889, succ_r=0.05333333333333334

---------------------------------------

None * 155
BufferLevel with seed=3834004176700365069, obst=0.004719815765215185, slab=0.037597747566415825, stairs=0.13931272536581343, stump=0.04449482302403018, gap=0.12306295292859366, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2258090977560317182, obst=0.21583040355525282, slab=0.011319903098076267, stairs=0.12025622197137599, stump=0.12601558849992547, gap=0.1197008537950444, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5611537939107992596, obst=0.0016790812614605021, slab=0.1477260452128318, stairs=0.01969896276299116, stump=0.02742053893074724, gap=0.0729129677332904, regret=None, learnability=None, succ_r=None
BufferLevel with seed=651673983944090218, obst=0.09549214358800827, slab=0.06571924489741468, stairs=0.13437435781646792, stump=0.04629529976820527, gap=0.09844129691643806, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1058993036791202206, obst=0.08517986529677816, slab=0.027044848330182412, stairs=0.13087557314079765, stump=0.034664299021068226, gap=0.06362777830471557, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4795832010340898154, obst=0.036735649484520315, slab=0.005836569489956955, stairs=0.10790292094204018, stump=0.07284230779178287, gap=0.09374705868149975, regret=None, learnability=None, succ_r=None
BufferLevel with seed=9188483701224493575, obst=0.08496500099785127, slab=0.01909382196579729, stairs=0.1368486559679872, stump=0.1153597750122109, gap=0.02444109543740131, regret=None, learnability=None, succ_r=None
BufferLevel with seed=9062985427662127551, obst=0.11888957776228097, slab=0.008610690465597648, stairs=0.012693730556330884, stump=0.08463225452524173, gap=0.1028402673462794, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8399677725681878527, obst=0.1883216337664662, slab=0.03801156423723921, stairs=0.030820192180219773, stump=0.055942717073775274, gap=0.03795012409129772, regret=None, learnability=None, succ_r=None
BufferLevel with seed=3842095543746020695, obst=0.1510932516651086, slab=0.10798361617324673, stairs=0.05937718853322791, stump=0.14417425502115946, gap=0.07226652350322116, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5015880266181292508, obst=0.21970764502895315, slab=0.008973628153579466, stairs=0.14614789117659174, stump=0.03406214988001216, gap=0.08800729637810366, regret=None, learnability=None, succ_r=None
BufferLevel with seed=6952603216987464812, obst=0.04591494799237367, slab=0.07165806734813533, stairs=0.09374558734050144, stump=0.1490637111640104, gap=0.05991201613020065, regret=None, learnability=None, succ_r=None
BufferLevel with seed=7707402684174847639, obst=0.2909888642979788, slab=0.08478895252977266, stairs=0.025365830752890648, stump=0.031899317708930376, gap=0.07653034428239498, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1507130573694519438, obst=0.05510517355749367, slab=0.06494338939915119, stairs=0.03217915960417345, stump=0.04417749754941225, gap=0.14866240571021544, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2081450502799416151, obst=0.17513081114912427, slab=0.045137300188286884, stairs=0.04905332579276704, stump=0.04746750795156617, gap=0.13960142775630544, regret=None, learnability=None, succ_r=None
BufferLevel with seed=7539020386781717257, obst=0.24184317652833257, slab=0.10708125085952351, stairs=0.07090136990111617, stump=0.1300196857558889, gap=0.1352874510117379, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8197054297112066388, obst=0.13762630493214065, slab=0.07652943109575756, stairs=0.010905355367987502, stump=0.07664857174881035, gap=0.14763195354727995, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4966007254884968112, obst=0.19918064326553533, slab=0.10091618965325101, stairs=0.12284522578561241, stump=0.09321265567855136, gap=0.020068086130530034, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2818404525814997449, obst=0.05144337734920177, slab=0.08643260884433361, stairs=0.07094176382658532, stump=0.14418238351432106, gap=0.0703902962834603, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8968470183631323877, obst=0.25656915173829214, slab=0.09015607777006254, stairs=0.14753963052818775, stump=0.011587789520065395, gap=0.015040985596756583, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5868621383752133601, obst=0.18125441150179025, slab=0.026772288542882598, stairs=0.021541319604777207, stump=0.1018849401889797, gap=0.12475038675349756, regret=None, learnability=None, succ_r=None
BufferLevel with seed=203367556207746293, obst=0.007253197767104779, slab=0.010117198640817943, stairs=0.026033695603760707, stump=0.004951963966454853, gap=0.14065080538486097, regret=None, learnability=None, succ_r=None
BufferLevel with seed=6405960549038428870, obst=0.1494513058422429, slab=0.0439110715029005, stairs=0.09360422702814189, stump=0.053975555392480556, gap=0.04542008019750938, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2184822041024431911, obst=0.1454796662731659, slab=0.14341694697648114, stairs=0.08187479444022594, stump=0.09203191932281025, gap=0.001450641624298149, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2530487302716980435, obst=0.02360860899767081, slab=0.1407842934335163, stairs=0.07038013148443736, stump=0.10202049615198762, gap=0.03449235839577114, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1098597887643989303, obst=0.07794871362579249, slab=0.0387798791185203, stairs=0.11553117559995482, stump=0.11750160870826645, gap=0.12223230353570584, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1214020248109985366, obst=0.09034578387381956, slab=0.13311406983113655, stairs=0.028118903605080414, stump=0.09753381323570667, gap=0.07111259758979276, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5783064848936677049, obst=0.23850167107791762, slab=0.05310725279936217, stairs=0.08505742102382376, stump=0.12426147021800987, gap=0.06307799775722574, regret=None, learnability=None, succ_r=None
BufferLevel with seed=7786896159204160142, obst=0.1757921041421463, slab=0.03143346016614323, stairs=0.07989461494172881, stump=0.07313875748057745, gap=0.0463635922239169, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8037650175953888558, obst=0.18247736323112404, slab=0.13325208978436043, stairs=0.11183774251331627, stump=0.07186926075030485, gap=0.09039146295509606, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2853962760931734429, obst=0.13951541648474375, slab=0.14961610722661234, stairs=0.04514714554731947, stump=0.11870021533641205, gap=0.10178974043833564, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1642784208488941017, obst=0.016669742091358252, slab=0.1416138667990413, stairs=0.043714536640312794, stump=0.005741698480784601, gap=0.009950313956851203, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5811727361676378733, obst=0.2681197189882247, slab=0.05853158873171571, stairs=0.03366667572220602, stump=0.07011893090447782, gap=0.07917839422707028, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4531617119345216178, obst=0.26880872680295087, slab=0.06983990480484839, stairs=0.13071605199308084, stump=0.019913292498662048, gap=0.01612704092827777, regret=None, learnability=None, succ_r=None
BufferLevel with seed=878312691946149317, obst=0.2483368109180283, slab=0.12853967658504192, stairs=0.06951817097515837, stump=0.11587954630520977, gap=0.03301686709655644, regret=0.025773493573069572, learnability=0.14926275992438562, succ_r=0.1826086956521739
BufferLevel with seed=4499711816200224298, obst=0.04778462035515537, slab=0.040512950991846985, stairs=0.029399747458432917, stump=0.11940122383044927, gap=0.03811423912792742, regret=0.025977065786719322, learnability=0.1656235827664399, succ_r=0.20952380952380953
BufferLevel with seed=2792582768369008134, obst=0.29133149201987807, slab=0.08960653757553504, stairs=0.11655373491826133, stump=0.05325607148157396, gap=0.009505987158228646, regret=0.028381070122122765, learnability=0.0, succ_r=0.0
BufferLevel with seed=6578075297775199922, obst=0.03389966082394552, slab=0.07308847593600103, stairs=0.07270786716794304, stump=0.0013498603380602046, gap=0.08654305618081785, regret=0.030110226944088936, learnability=0.16537190082644626, succ_r=0.20909090909090908
BufferLevel with seed=878312691946149317, obst=0.2483368109180283, slab=0.12853967658504192, stairs=0.0930963666852615, stump=0.11587954630520977, gap=0.045680993456975516, regret=0.03223308548331261, learnability=0.05859375, succ_r=0.0625
BufferLevel with seed=7193061055717001668, obst=0.1869555768731762, slab=0.8605646521542321, stairs=0.09602357041766973, stump=0.08334275083257137, gap=0.1748113780940782, regret=0.033257804811000824, learnability=0.0, succ_r=0.0
BufferLevel with seed=2792582768369008134, obst=0.29133149201987807, slab=0.11096755913974764, stairs=0.11655373491826133, stump=0.05325607148157396, gap=0.0, regret=0.0340421162545681, learnability=0.0, succ_r=0.0
BufferLevel with seed=6578075297775199922, obst=0.03215839062667179, slab=0.06229810399499748, stairs=0.07270786716794304, stump=0.0013498603380602046, gap=0.08654305618081785, regret=0.035358887165784836, learnability=0.1344, succ_r=0.16
BufferLevel with seed=8688152044122722315, obst=0.18205458922982662, slab=0.12095497215684395, stairs=0.1378590295239262, stump=0.07317106932711191, gap=0.10233801625362361, regret=0.03863800689578056, learnability=0.0072988754325259515, succ_r=0.007352941176470588
BufferLevel with seed=4499711816200224298, obst=0.06400244014708827, slab=0.040512950991846985, stairs=0.017656664864750593, stump=0.11940122383044927, gap=0.03811423912792742, regret=0.041412632912397385, learnability=0.0663265306122449, succ_r=0.07142857142857142
BufferLevel with seed=251610297418659982, obst=0.22023593300581656, slab=0.13000509301130814, stairs=0.04852282435784938, stump=0.06082621680971005, gap=0.06905671975443572, regret=0.043635886162519455, learnability=0.05048888888888889, succ_r=0.05333333333333334

---------------------------------------

None * 150
BufferLevel with seed=3834004176700365069, obst=0.004719815765215185, slab=0.037597747566415825, stairs=0.13931272536581343, stump=0.04449482302403018, gap=0.12306295292859366, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2258090977560317182, obst=0.21583040355525282, slab=0.011319903098076267, stairs=0.12025622197137599, stump=0.12601558849992547, gap=0.1197008537950444, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5611537939107992596, obst=0.0016790812614605021, slab=0.1477260452128318, stairs=0.01969896276299116, stump=0.02742053893074724, gap=0.0729129677332904, regret=None, learnability=None, succ_r=None
BufferLevel with seed=651673983944090218, obst=0.09549214358800827, slab=0.06571924489741468, stairs=0.13437435781646792, stump=0.04629529976820527, gap=0.09844129691643806, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1058993036791202206, obst=0.08517986529677816, slab=0.027044848330182412, stairs=0.13087557314079765, stump=0.034664299021068226, gap=0.06362777830471557, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4795832010340898154, obst=0.036735649484520315, slab=0.005836569489956955, stairs=0.10790292094204018, stump=0.07284230779178287, gap=0.09374705868149975, regret=None, learnability=None, succ_r=None
BufferLevel with seed=9188483701224493575, obst=0.08496500099785127, slab=0.01909382196579729, stairs=0.1368486559679872, stump=0.1153597750122109, gap=0.02444109543740131, regret=None, learnability=None, succ_r=None
BufferLevel with seed=9062985427662127551, obst=0.11888957776228097, slab=0.008610690465597648, stairs=0.012693730556330884, stump=0.08463225452524173, gap=0.1028402673462794, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8399677725681878527, obst=0.1883216337664662, slab=0.03801156423723921, stairs=0.030820192180219773, stump=0.055942717073775274, gap=0.03795012409129772, regret=None, learnability=None, succ_r=None
BufferLevel with seed=3842095543746020695, obst=0.1510932516651086, slab=0.10798361617324673, stairs=0.05937718853322791, stump=0.14417425502115946, gap=0.07226652350322116, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5015880266181292508, obst=0.21970764502895315, slab=0.008973628153579466, stairs=0.14614789117659174, stump=0.03406214988001216, gap=0.08800729637810366, regret=None, learnability=None, succ_r=None
BufferLevel with seed=6952603216987464812, obst=0.04591494799237367, slab=0.07165806734813533, stairs=0.09374558734050144, stump=0.1490637111640104, gap=0.05991201613020065, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1507130573694519438, obst=0.05510517355749367, slab=0.06494338939915119, stairs=0.03217915960417345, stump=0.04417749754941225, gap=0.14866240571021544, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2081450502799416151, obst=0.17513081114912427, slab=0.045137300188286884, stairs=0.04905332579276704, stump=0.04746750795156617, gap=0.13960142775630544, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4966007254884968112, obst=0.19918064326553533, slab=0.10091618965325101, stairs=0.12284522578561241, stump=0.09321265567855136, gap=0.020068086130530034, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2818404525814997449, obst=0.05144337734920177, slab=0.08643260884433361, stairs=0.07094176382658532, stump=0.14418238351432106, gap=0.0703902962834603, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8968470183631323877, obst=0.25656915173829214, slab=0.09015607777006254, stairs=0.14753963052818775, stump=0.011587789520065395, gap=0.015040985596756583, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5868621383752133601, obst=0.18125441150179025, slab=0.026772288542882598, stairs=0.021541319604777207, stump=0.1018849401889797, gap=0.12475038675349756, regret=None, learnability=None, succ_r=None
BufferLevel with seed=203367556207746293, obst=0.007253197767104779, slab=0.010117198640817943, stairs=0.026033695603760707, stump=0.004951963966454853, gap=0.14065080538486097, regret=None, learnability=None, succ_r=None
BufferLevel with seed=6405960549038428870, obst=0.1494513058422429, slab=0.0439110715029005, stairs=0.09360422702814189, stump=0.053975555392480556, gap=0.04542008019750938, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2184822041024431911, obst=0.1454796662731659, slab=0.14341694697648114, stairs=0.08187479444022594, stump=0.09203191932281025, gap=0.001450641624298149, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2530487302716980435, obst=0.02360860899767081, slab=0.1407842934335163, stairs=0.07038013148443736, stump=0.10202049615198762, gap=0.03449235839577114, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1098597887643989303, obst=0.07794871362579249, slab=0.0387798791185203, stairs=0.11553117559995482, stump=0.11750160870826645, gap=0.12223230353570584, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1214020248109985366, obst=0.09034578387381956, slab=0.13311406983113655, stairs=0.028118903605080414, stump=0.09753381323570667, gap=0.07111259758979276, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5783064848936677049, obst=0.23850167107791762, slab=0.05310725279936217, stairs=0.08505742102382376, stump=0.12426147021800987, gap=0.06307799775722574, regret=None, learnability=None, succ_r=None
BufferLevel with seed=7786896159204160142, obst=0.1757921041421463, slab=0.03143346016614323, stairs=0.07989461494172881, stump=0.07313875748057745, gap=0.0463635922239169, regret=None, learnability=None, succ_r=None
BufferLevel with seed=8037650175953888558, obst=0.18247736323112404, slab=0.13325208978436043, stairs=0.11183774251331627, stump=0.07186926075030485, gap=0.09039146295509606, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2853962760931734429, obst=0.13951541648474375, slab=0.14961610722661234, stairs=0.04514714554731947, stump=0.11870021533641205, gap=0.10178974043833564, regret=None, learnability=None, succ_r=None
BufferLevel with seed=1642784208488941017, obst=0.016669742091358252, slab=0.1416138667990413, stairs=0.043714536640312794, stump=0.005741698480784601, gap=0.009950313956851203, regret=None, learnability=None, succ_r=None
BufferLevel with seed=5811727361676378733, obst=0.2681197189882247, slab=0.05853158873171571, stairs=0.03366667572220602, stump=0.07011893090447782, gap=0.07917839422707028, regret=None, learnability=None, succ_r=None
BufferLevel with seed=4531617119345216178, obst=0.26880872680295087, slab=0.06983990480484839, stairs=0.13071605199308084, stump=0.019913292498662048, gap=0.01612704092827777, regret=None, learnability=None, succ_r=None
BufferLevel with seed=878312691946149317, obst=0.2483368109180283, slab=0.12853967658504192, stairs=0.06951817097515837, stump=0.11587954630520977, gap=0.03301686709655644, regret=0.025773493573069572, learnability=0.14926275992438562, succ_r=0.1826086956521739
BufferLevel with seed=7707402684174847639, obst=0.2909888642979788, slab=0.08478895252977266, stairs=0.025365830752890648, stump=0.031899317708930376, gap=0.07653034428239498, regret=0.02592841349542141, learnability=0.1932046466940344, succ_r=0.2616822429906542
BufferLevel with seed=4499711816200224298, obst=0.04778462035515537, slab=0.040512950991846985, stairs=0.029399747458432917, stump=0.11940122383044927, gap=0.03811423912792742, regret=0.025977065786719322, learnability=0.1656235827664399, succ_r=0.20952380952380953
BufferLevel with seed=2792582768369008134, obst=0.29133149201987807, slab=0.08960653757553504, stairs=0.11655373491826133, stump=0.05325607148157396, gap=0.009505987158228646, regret=0.028381070122122765, learnability=0.0, succ_r=0.0
BufferLevel with seed=6578075297775199922, obst=0.03389966082394552, slab=0.07308847593600103, stairs=0.07270786716794304, stump=0.0013498603380602046, gap=0.08654305618081785, regret=0.030110226944088936, learnability=0.16537190082644626, succ_r=0.20909090909090908
BufferLevel with seed=878312691946149317, obst=0.2483368109180283, slab=0.12853967658504192, stairs=0.0930963666852615, stump=0.11587954630520977, gap=0.045680993456975516, regret=0.03223308548331261, learnability=0.05859375, succ_r=0.0625
BufferLevel with seed=7193061055717001668, obst=0.1869555768731762, slab=0.8605646521542321, stairs=0.09602357041766973, stump=0.08334275083257137, gap=0.1748113780940782, regret=0.033257804811000824, learnability=0.0, succ_r=0.0
BufferLevel with seed=2792582768369008134, obst=0.29133149201987807, slab=0.11096755913974764, stairs=0.11655373491826133, stump=0.05325607148157396, gap=0.0, regret=0.0340421162545681, learnability=0.0, succ_r=0.0
BufferLevel with seed=6578075297775199922, obst=0.03215839062667179, slab=0.06229810399499748, stairs=0.07270786716794304, stump=0.0013498603380602046, gap=0.08654305618081785, regret=0.035358887165784836, learnability=0.1344, succ_r=0.16
BufferLevel with seed=7539020386781717257, obst=0.24184317652833257, slab=0.10708125085952351, stairs=0.08558838167499085, stump=0.1300196857558889, gap=0.13575705640957036, regret=0.035821959376335144, learnability=0.0, succ_r=0.0
BufferLevel with seed=8197054297112066388, obst=0.13762630493214065, slab=0.07652943109575756, stairs=0.010905355367987502, stump=0.07664857174881035, gap=0.14763195354727995, regret=0.036604393273591995, learnability=0.03948096885813149, succ_r=0.041176470588235294
BufferLevel with seed=8688152044122722315, obst=0.18205458922982662, slab=0.12095497215684395, stairs=0.11845158461201824, stump=0.07317106932711191, gap=0.12816885936507674, regret=0.03684435412287712, learnability=0.03566529492455418, succ_r=0.037037037037037035
BufferLevel with seed=7539020386781717257, obst=0.24184317652833257, slab=0.10708125085952351, stairs=0.07090136990111617, stump=0.1300196857558889, gap=0.1352874510117379, regret=0.038291215896606445, learnability=0.0, succ_r=0.0
BufferLevel with seed=8688152044122722315, obst=0.18205458922982662, slab=0.12095497215684395, stairs=0.1378590295239262, stump=0.07317106932711191, gap=0.10233801625362361, regret=0.0387486033141613, learnability=0.019101028841288583, succ_r=0.01948051948051948
BufferLevel with seed=7707402684174847639, obst=0.30798445481143233, slab=0.08478895252977266, stairs=0.025365830752890648, stump=0.05085061098840374, gap=0.07653034428239498, regret=0.03905533626675606, learnability=0.0849609375, succ_r=0.09375
BufferLevel with seed=8688152044122722315, obst=0.18205458922982662, slab=0.12095497215684395, stairs=0.1232761719194548, stump=0.07317106932711191, gap=0.08442001475757156, regret=0.03988680988550186, learnability=0.029384756657483933, succ_r=0.030303030303030304
BufferLevel with seed=4499711816200224298, obst=0.06400244014708827, slab=0.040512950991846985, stairs=0.017656664864750593, stump=0.11940122383044927, gap=0.03811423912792742, regret=0.041412632912397385, learnability=0.0663265306122449, succ_r=0.07142857142857142
BufferLevel with seed=8197054297112066388, obst=0.13762630493214065, slab=0.06791089416075367, stairs=0.010905355367987502, stump=0.07438512528682474, gap=0.14763195354727995, regret=0.04237880930304527, learnability=0.05859375, succ_r=0.0625
BufferLevel with seed=251610297418659982, obst=0.22023593300581656, slab=0.13000509301130814, stairs=0.04852282435784938, stump=0.06082621680971005, gap=0.06905671975443572, regret=0.043635886162519455, learnability=0.05048888888888889, succ_r=0.05333333333333334

---------------------------------------

None * 144
BufferLevel with seed=3834004176700365069, obst=0.004719815765215185, slab=0.037597747566415825, stairs=0.13931272536581343, stump=0.04449482302403018, gap=0.12306295292859366, regret=None, learnability=None, succ_r=None
BufferLevel with seed=2258090977560317182, obst=0.21583040355525282, slab=0.011319903098076267, stairs=0.12025622197137599, stump=0.12601558849992547, gap=0.1197008537950444, regret=None, learnability=None, succ_r=None
